date,time,vcc,vbat
2016/10/08,09:32:16,3.36,3.47
2016/10/08,09:33:15,3.38,3.47
2016/10/08,09:34:15,3.38,3.47
2016/10/08,09:35:15,3.38,3.46
2016/10/08,09:36:15,3.38,3.46
2016/10/08,09:37:14,3.38,3.47
2016/10/08,09:38:13,3.35,3.47
2016/10/08,09:39:13,3.36,3.46
2016/10/08,09:40:13,3.36,3.46
2016/10/08,09:41:12,3.35,3.47
2016/10/08,09:42:11,3.36,3.46
2016/10/08,09:43:11,3.35,3.46
2016/10/08,09:44:11,3.36,3.46
2016/10/08,09:45:10,3.35,3.46
2016/10/08,09:46:10,3.35,3.46
2016/10/08,09:47:09,3.38,3.46
2016/10/08,09:48:09,3.38,3.46
2016/10/08,09:49:09,3.37,3.45
2016/10/08,09:50:09,3.38,3.46
2016/10/08,09:51:08,3.38,3.46
2016/10/08,09:52:08,3.34,3.45
2016/10/08,09:53:07,3.36,3.46
2016/10/08,09:54:07,3.33,3.46
2016/10/08,09:55:07,3.36,3.46
2016/10/08,09:56:06,3.40,3.46
2016/10/08,09:57:06,3.38,3.44
2016/10/08,09:58:06,3.37,3.45
2016/10/08,09:59:05,3.38,3.45
2016/10/08,10:00:05,3.36,3.46
2016/10/08,10:01:04,3.36,3.45
2016/10/08,10:02:04,3.34,3.44
2016/10/08,10:03:03,3.36,3.45
2016/10/08,10:04:03,3.40,3.46
2016/10/08,10:05:02,3.37,3.46
2016/10/08,10:06:02,3.38,3.46
2016/10/08,10:07:02,3.38,3.45
2016/10/08,10:08:01,3.38,3.45
2016/10/08,10:09:01,3.34,3.45
2016/10/08,10:10:01,3.35,3.45
2016/10/08,10:11:00,3.39,3.45
2016/10/08,10:12:00,3.38,3.45
2016/10/08,10:13:00,3.37,3.46
2016/10/08,10:14:00,3.36,3.44
2016/10/08,10:14:58,3.36,3.45
2016/10/08,10:15:58,3.36,3.45
2016/10/08,10:16:57,3.36,3.45
2016/10/08,10:17:57,3.37,3.45
2016/10/08,10:18:57,3.35,3.44
2016/10/08,10:19:57,3.37,3.45
2016/10/08,10:20:56,3.39,3.44
2016/10/08,10:21:56,3.35,3.45
2016/10/08,10:22:55,3.37,3.44
2016/10/08,10:23:55,3.37,3.45
2016/10/08,10:24:55,3.38,3.45
2016/10/08,10:25:55,3.37,3.46
2016/10/08,10:26:54,3.36,3.44
2016/10/08,10:27:54,3.37,3.45
2016/10/08,10:28:54,3.35,3.44
2016/10/08,10:29:53,3.38,3.45
2016/10/08,10:30:53,3.39,3.44
2016/10/08,10:31:52,3.35,3.45
2016/10/08,10:32:51,3.38,3.44
2016/10/08,10:33:52,3.35,3.45
2016/10/08,10:34:50,3.39,3.44
2016/10/08,10:35:51,3.39,3.45
2016/10/08,10:36:50,3.35,3.41
2016/10/08,10:37:50,3.38,3.41
2016/10/08,10:38:49,3.39,3.40
2016/10/08,10:39:48,3.34,3.41
2016/10/08,10:40:48,3.36,3.40
2016/10/08,10:41:47,3.38,3.41
2016/10/08,10:42:47,3.34,3.40
2016/10/08,10:43:46,3.37,3.40
2016/10/08,10:44:46,3.35,3.41
2016/10/08,10:45:46,3.35,3.40
2016/10/08,10:46:45,3.38,3.41
2016/10/08,10:47:45,3.35,3.39
2016/10/08,10:48:44,3.37,3.41
2016/10/08,10:49:44,3.36,3.41
2016/10/08,10:50:45,3.38,3.39
2016/10/08,10:51:43,3.36,3.41
2016/10/08,10:52:42,3.37,3.40
2016/10/08,10:53:42,3.36,3.40
2016/10/08,10:54:42,3.38,3.40
2016/10/08,10:55:41,3.37,3.40
2016/10/08,10:56:41,3.35,3.40
2016/10/08,10:57:40,3.38,3.40
2016/10/08,10:58:40,3.38,3.41
2016/10/08,10:59:39,3.35,3.41
2016/10/08,11:00:39,3.37,3.39
2016/10/08,11:01:39,3.37,3.40
2016/10/08,11:02:39,3.37,3.39
2016/10/08,11:03:37,3.38,3.40
2016/10/08,11:04:38,3.37,3.41
2016/10/08,11:05:37,3.37,3.39
2016/10/08,11:06:37,3.38,3.40
2016/10/08,11:07:36,3.39,3.40
2016/10/08,11:08:35,3.39,3.40
2016/10/08,11:09:35,3.38,3.40
2016/10/08,11:10:35,3.38,3.40
2016/10/08,11:11:34,3.38,3.41
2016/10/08,11:12:34,3.37,3.40
2016/10/08,11:13:33,3.38,3.40
2016/10/08,11:14:33,3.34,3.40
2016/10/08,11:15:32,3.40,3.39
2016/10/08,11:16:32,3.37,3.39
2016/10/08,11:17:32,3.37,3.39
2016/10/08,11:18:32,3.38,3.40
2016/10/08,11:19:31,3.36,3.39
2016/10/08,11:20:31,3.35,3.40
2016/10/08,11:21:31,3.37,3.40
2016/10/08,11:22:30,3.36,3.40
2016/10/08,11:23:29,3.37,3.39
2016/10/08,11:24:29,3.34,3.39
2016/10/08,11:25:28,3.37,3.40
2016/10/08,11:26:28,3.35,3.39
2016/10/08,11:27:27,3.37,3.40
2016/10/08,11:28:28,3.37,3.40
2016/10/08,11:29:27,3.33,3.40
2016/10/08,11:30:27,3.37,3.40
2016/10/08,11:31:26,3.34,3.40
2016/10/08,11:32:25,3.39,3.41
2016/10/08,11:33:25,3.37,3.39
2016/10/08,11:34:25,3.37,3.39
2016/10/08,11:35:24,3.38,3.40
2016/10/08,11:36:24,3.38,3.40
2016/10/08,11:37:24,3.38,3.39
2016/10/08,11:38:23,3.34,3.40
2016/10/08,11:39:23,3.39,3.40
2016/10/08,11:40:23,3.39,3.40
2016/10/08,11:41:22,3.37,3.39
2016/10/08,11:42:22,3.38,3.40
2016/10/08,11:43:21,3.38,3.40
2016/10/08,11:44:21,3.36,3.40
2016/10/08,11:45:21,3.38,3.40
2016/10/08,11:46:20,3.38,3.40
2016/10/08,11:47:20,3.36,3.40
2016/10/08,11:48:19,3.37,3.40
2016/10/08,11:49:19,3.37,3.39
2016/10/08,11:50:18,3.37,3.39
2016/10/08,11:51:18,3.37,3.39
2016/10/08,11:52:18,3.38,3.39
2016/10/08,11:53:18,3.38,3.39
2016/10/08,11:54:17,3.36,3.38
2016/10/08,11:55:16,3.35,3.39
2016/10/08,11:56:16,3.36,3.40
2016/10/08,11:57:16,3.35,3.39
2016/10/08,11:58:16,3.34,3.39
2016/10/08,11:59:15,3.37,3.39
2016/10/08,12:00:15,3.36,3.39
2016/10/08,12:01:15,3.38,3.40
2016/10/08,12:02:14,3.35,3.40
2016/10/08,12:03:14,3.38,3.40
2016/10/08,12:04:13,3.37,3.40
2016/10/08,12:05:13,3.38,3.40
2016/10/08,12:06:12,3.38,3.40
2016/10/08,12:07:12,3.36,3.39
2016/10/08,12:08:11,3.38,3.40
2016/10/08,12:09:11,3.38,3.40
2016/10/08,12:10:11,3.38,3.40
2016/10/08,12:11:10,3.38,3.39
2016/10/08,12:12:10,3.39,3.39
2016/10/08,12:13:09,3.35,3.40
2016/10/08,12:14:09,3.36,3.41
2016/10/08,12:15:08,3.35,3.40
2016/10/08,12:16:09,3.37,3.40
2016/10/08,12:17:08,3.38,3.40
2016/10/08,12:18:07,3.36,3.40
2016/10/08,12:19:07,3.33,3.39
2016/10/08,12:20:07,3.38,3.40
2016/10/08,12:21:06,3.36,3.39
2016/10/08,12:22:05,3.36,3.39
2016/10/08,12:23:06,3.37,3.40
2016/10/08,12:24:04,3.38,3.39
2016/10/08,12:25:04,3.38,3.38
2016/10/08,12:26:04,3.36,3.39
2016/10/08,12:27:03,3.37,3.39
2016/10/08,12:28:03,3.35,3.38
2016/10/08,12:29:03,3.37,3.39
2016/10/08,12:30:02,3.39,3.40
2016/10/08,12:31:02,3.36,3.40
2016/10/08,12:32:02,3.38,3.39
2016/10/08,12:33:01,3.38,3.39
2016/10/08,12:34:01,3.37,3.37
2016/10/08,12:35:00,3.37,3.39
2016/10/08,12:36:00,3.37,3.39
2016/10/08,12:36:59,3.38,3.39
2016/10/08,12:38:00,3.38,3.39
2016/10/08,12:38:59,3.35,3.38
2016/10/08,12:39:59,3.38,3.39
2016/10/08,12:40:58,3.37,3.38
2016/10/08,12:41:57,3.38,3.39
2016/10/08,12:42:57,3.39,3.38
2016/10/08,12:43:56,3.36,3.39
2016/10/08,12:44:56,3.38,3.39
2016/10/08,12:45:55,3.34,3.38
2016/10/08,12:46:55,3.38,3.39
2016/10/08,12:47:54,3.38,3.40
2016/10/08,12:48:54,3.35,3.39
2016/10/08,12:49:54,3.38,3.40
2016/10/08,12:50:53,3.36,3.40
2016/10/08,12:51:53,3.38,3.39
2016/10/08,12:52:52,3.36,3.38
2016/10/08,12:53:53,3.36,3.39
2016/10/08,12:54:52,3.36,3.39
2016/10/08,12:55:52,3.38,3.39
2016/10/08,12:56:51,3.36,3.38
2016/10/08,12:57:51,3.34,3.40
2016/10/08,12:58:50,3.38,3.38
2016/10/08,12:59:49,3.36,3.39
2016/10/08,13:00:49,3.37,3.40
2016/10/08,13:01:49,3.37,3.38
2016/10/08,13:02:48,3.38,3.39
2016/10/08,13:03:47,3.38,3.39
2016/10/08,13:04:47,3.38,3.39
2016/10/08,13:05:47,3.38,3.38
2016/10/08,13:06:46,3.37,3.39
2016/10/08,13:07:46,3.34,3.38
2016/10/08,13:08:46,3.38,3.39
2016/10/08,13:09:45,3.33,3.39
2016/10/08,13:10:45,3.37,3.38
2016/10/08,13:11:45,3.38,3.39
2016/10/08,13:12:44,3.38,3.38
2016/10/08,13:13:43,3.39,3.39
2016/10/08,13:14:43,3.39,3.39
2016/10/08,13:15:42,3.37,3.38
2016/10/08,13:16:42,3.36,3.40
2016/10/08,13:17:42,3.35,3.39
2016/10/08,13:18:42,3.38,3.40
2016/10/08,13:19:41,3.35,3.38
2016/10/08,13:20:42,3.38,3.39
2016/10/08,13:21:42,3.33,3.39
2016/10/08,13:22:42,3.38,3.39
2016/10/08,13:23:40,3.37,3.39
2016/10/08,13:24:38,3.39,3.38
2016/10/08,13:25:38,3.38,3.40
2016/10/08,13:26:38,3.36,3.39
2016/10/08,13:27:39,3.35,3.40
2016/10/08,13:28:37,3.37,3.39
2016/10/08,13:29:36,3.37,3.39
2016/10/08,13:30:36,3.36,3.38
2016/10/08,13:31:36,3.36,3.37
2016/10/08,13:32:35,3.35,3.37
2016/10/08,13:33:35,3.38,3.39
2016/10/08,13:34:34,3.35,3.38
2016/10/08,13:35:34,3.37,3.38
2016/10/08,13:36:34,3.36,3.37
2016/10/08,13:37:33,3.38,3.38
2016/10/08,13:38:33,3.36,3.38
2016/10/08,13:39:33,3.36,3.38
2016/10/08,13:40:32,3.36,3.38
2016/10/08,13:41:32,3.38,3.38
2016/10/08,13:42:31,3.36,3.39
2016/10/08,13:43:31,3.36,3.39
2016/10/08,13:44:31,3.40,3.39
2016/10/08,13:45:30,3.35,3.39
2016/10/08,13:46:30,3.36,3.38
2016/10/08,13:47:29,3.38,3.39
2016/10/08,13:48:29,3.35,3.39
2016/10/08,13:49:28,3.36,3.39
2016/10/08,13:50:28,3.38,3.39
2016/10/08,13:51:28,3.34,3.38
2016/10/08,13:52:27,3.38,3.38
2016/10/08,13:53:27,3.39,3.39
2016/10/08,13:54:27,3.38,3.37
2016/10/08,13:55:26,3.36,3.37
2016/10/08,13:56:26,3.37,3.38
2016/10/08,13:57:26,3.35,3.38
2016/10/08,13:58:25,3.38,3.39
2016/10/08,13:59:25,3.36,3.38
2016/10/08,14:00:24,3.35,3.38
2016/10/08,14:01:24,3.36,3.37
2016/10/08,14:02:23,3.36,3.38
2016/10/08,14:03:23,3.34,3.37
2016/10/08,14:04:22,3.38,3.37
2016/10/08,14:05:22,3.37,3.37
2016/10/08,14:06:21,3.39,3.37
2016/10/08,14:07:21,3.40,3.37
2016/10/08,14:08:21,3.39,3.36
2016/10/08,14:09:20,3.38,3.37
2016/10/08,14:10:20,3.36,3.36
2016/10/08,14:11:20,3.33,3.36
2016/10/08,14:12:19,3.38,3.37
2016/10/08,14:13:19,3.37,3.37
2016/10/08,14:14:18,3.37,3.37
2016/10/08,14:15:18,3.35,3.36
2016/10/08,14:16:17,3.39,3.37
2016/10/08,14:17:17,3.35,3.36
2016/10/08,14:18:16,3.36,3.37
2016/10/08,14:19:16,3.38,3.36
2016/10/08,14:20:15,3.36,3.36
2016/10/08,14:21:15,3.33,3.36
2016/10/08,14:22:14,3.38,3.35
2016/10/08,14:23:14,3.37,3.36
2016/10/08,14:24:13,3.38,3.37
2016/10/08,14:25:13,3.39,3.36
2016/10/08,14:26:13,3.38,3.35
2016/10/08,14:27:12,3.36,3.36
2016/10/08,14:28:12,3.38,3.36
2016/10/08,14:29:12,3.35,3.36
2016/10/08,14:30:11,3.36,3.37
2016/10/08,14:31:11,3.38,3.35
2016/10/08,14:32:10,3.37,3.36
2016/10/08,14:33:10,3.35,3.36
2016/10/08,14:34:10,3.37,3.36
2016/10/08,14:35:11,3.37,3.35
2016/10/08,14:36:11,3.38,3.35
2016/10/08,14:37:09,3.35,3.35
2016/10/08,14:38:08,3.40,3.36
2016/10/08,14:39:08,3.33,3.35
2016/10/08,14:40:07,3.39,3.35
2016/10/08,14:41:07,3.37,3.35
2016/10/08,14:42:06,3.36,3.36
2016/10/08,14:43:06,3.38,3.35
2016/10/08,14:44:06,3.37,3.35
2016/10/08,14:45:05,3.39,3.35
2016/10/08,14:46:05,3.37,3.34
2016/10/08,14:47:04,3.35,3.35
2016/10/08,14:48:04,3.36,3.34
2016/10/08,14:49:03,3.39,3.35
2016/10/08,14:50:03,3.38,3.35
2016/10/08,14:51:03,3.38,3.35
2016/10/08,14:52:03,3.38,3.35
2016/10/08,14:53:01,3.38,3.34
2016/10/08,14:54:02,3.37,3.35
2016/10/08,14:55:01,3.35,3.34
2016/10/08,14:56:00,3.37,3.35
2016/10/08,14:57:01,3.37,3.35
2016/10/08,14:58:00,3.37,3.35
2016/10/08,14:58:59,3.36,3.35
2016/10/08,14:59:59,3.36,3.34
2016/10/08,15:00:59,3.38,3.34
2016/10/08,15:01:58,3.37,3.34
2016/10/08,15:02:57,3.38,3.34
2016/10/08,15:03:57,3.35,3.34
2016/10/08,15:04:57,3.38,3.33
2016/10/08,15:05:57,3.37,3.34
2016/10/08,15:06:56,3.36,3.34
2016/10/08,15:07:56,3.36,3.34
2016/10/08,15:08:55,3.38,3.34
2016/10/08,15:09:55,3.34,3.34
2016/10/08,15:10:54,3.39,3.35
2016/10/08,15:11:54,3.37,3.34
2016/10/08,15:12:54,3.36,3.35
2016/10/08,15:13:53,3.37,3.35
2016/10/08,15:14:52,3.37,3.34
2016/10/08,15:15:52,3.38,3.35
2016/10/08,15:16:52,3.38,3.35
2016/10/08,15:17:52,3.35,3.35
2016/10/08,15:18:51,3.35,3.35
2016/10/08,15:19:51,3.37,3.34
2016/10/08,15:20:50,3.35,3.35
2016/10/08,15:21:50,3.36,3.36
2016/10/08,15:22:50,3.37,3.35
2016/10/08,15:23:49,3.35,3.35
2016/10/08,15:24:49,3.36,3.35
2016/10/08,15:25:48,3.35,3.36
2016/10/08,15:26:48,3.35,3.34
2016/10/08,15:27:47,3.38,3.34
2016/10/08,15:28:47,3.35,3.34
2016/10/08,15:29:46,3.35,3.34
2016/10/08,15:30:46,3.33,3.34
2016/10/08,15:31:45,3.35,3.34
2016/10/08,15:32:46,3.38,3.34
2016/10/08,15:33:45,3.38,3.35
2016/10/08,15:34:44,3.37,3.35
2016/10/08,15:35:44,3.36,3.34
2016/10/08,15:36:43,3.36,3.35
2016/10/08,15:37:43,3.35,3.34
2016/10/08,15:38:44,3.38,3.35
2016/10/08,15:39:42,3.38,3.35
2016/10/08,15:40:41,3.35,3.34
2016/10/08,15:41:41,3.38,3.34
2016/10/08,15:42:40,3.33,3.33
2016/10/08,15:43:40,3.36,3.35
2016/10/08,15:44:39,3.37,3.33
2016/10/08,15:45:39,3.35,3.34
2016/10/08,15:46:39,3.38,3.34
2016/10/08,15:47:38,3.34,3.34
2016/10/08,15:48:38,3.39,3.35
2016/10/08,15:49:38,3.35,3.33
2016/10/08,15:50:37,3.39,3.34
2016/10/08,15:51:37,3.36,3.34
2016/10/08,15:52:36,3.38,3.33
2016/10/08,15:53:37,3.36,3.34
2016/10/08,15:54:36,3.35,3.35
2016/10/08,15:55:35,3.37,3.34
2016/10/08,15:56:34,3.38,3.33
2016/10/08,15:57:34,3.38,3.34
2016/10/08,15:58:33,3.36,3.34
2016/10/08,15:59:33,3.35,3.33
2016/10/08,16:00:33,3.37,3.33
2016/10/08,16:01:32,3.38,3.34
2016/10/08,16:02:32,3.38,3.32
2016/10/08,16:03:32,3.37,3.33
2016/10/08,16:04:31,3.38,3.33
2016/10/08,16:05:30,3.37,3.33
2016/10/08,16:06:30,3.35,3.32
2016/10/08,16:07:30,3.36,3.32
2016/10/08,16:08:29,3.35,3.32
2016/10/08,16:09:29,3.36,3.32
2016/10/08,16:10:29,3.38,3.33
2016/10/08,16:11:28,3.35,3.31
2016/10/08,16:12:28,3.39,3.32
2016/10/08,16:13:27,3.35,3.32
2016/10/08,16:14:27,3.38,3.31
2016/10/08,16:15:26,3.38,3.31
2016/10/08,16:16:26,3.38,3.31
2016/10/08,16:17:25,3.38,3.32
2016/10/08,16:18:25,3.37,3.31
2016/10/08,16:19:24,3.38,3.31
2016/10/08,16:20:25,3.36,3.30
2016/10/08,16:21:24,3.36,3.32
2016/10/08,16:22:23,3.38,3.30
2016/10/08,16:23:22,3.38,3.32
2016/10/08,16:24:23,3.39,3.31
2016/10/08,16:25:22,3.34,3.32
2016/10/08,16:26:21,3.37,3.31
2016/10/08,16:27:20,3.35,3.31
2016/10/08,16:28:20,3.35,3.31
2016/10/08,16:29:20,3.37,3.31
2016/10/08,16:30:21,3.35,3.31
2016/10/08,16:31:19,3.38,3.31
2016/10/08,16:32:20,3.38,3.31
2016/10/08,16:33:18,3.39,3.31
2016/10/08,16:34:18,3.38,3.30
2016/10/08,16:35:18,3.39,3.31
2016/10/08,16:36:17,3.38,3.31
2016/10/08,16:37:16,3.35,3.31
2016/10/08,16:38:16,3.34,3.31
2016/10/08,16:39:15,3.38,3.30
2016/10/08,16:40:15,3.36,3.31
2016/10/08,16:41:15,3.36,3.31
2016/10/08,16:42:15,3.38,3.31
2016/10/08,16:43:14,3.35,3.30
2016/10/08,16:44:14,3.36,3.29
2016/10/08,16:45:14,3.36,3.31
2016/10/08,16:46:13,3.36,3.30
2016/10/08,16:47:12,3.37,3.31
2016/10/08,16:48:12,3.36,3.29
2016/10/08,16:49:12,3.36,3.28
2016/10/08,16:50:11,3.38,3.29
2016/10/08,16:51:11,3.33,3.29
2016/10/08,16:52:10,3.37,3.29
2016/10/08,16:53:10,3.35,3.29
2016/10/08,16:54:09,3.38,3.29
2016/10/08,16:55:09,3.37,3.28
2016/10/08,16:56:08,3.38,3.29
2016/10/08,16:57:08,3.36,3.28
2016/10/08,16:58:08,3.38,3.29
2016/10/08,16:59:07,3.36,3.28
2016/10/08,17:00:07,3.37,3.29
2016/10/08,17:01:06,3.38,3.28
2016/10/08,17:02:06,3.38,3.29
2016/10/08,17:03:05,3.38,3.28
2016/10/08,17:04:05,3.37,3.27
2016/10/08,17:05:04,3.35,3.27
2016/10/08,17:06:04,3.35,3.27
2016/10/08,17:07:04,3.36,3.27
2016/10/08,17:08:03,3.39,3.27
2016/10/08,17:09:03,3.38,3.26
2016/10/08,17:10:02,3.37,3.27
2016/10/08,17:11:02,3.37,3.27
2016/10/08,17:12:03,3.37,3.27
2016/10/08,17:13:01,3.34,3.26
2016/10/08,17:14:01,3.37,3.26
2016/10/08,17:15:00,3.35,3.25
2016/10/08,17:16:00,3.38,3.26
2016/10/08,17:16:59,3.38,3.27
2016/10/08,17:17:59,3.36,3.26
2016/10/08,17:18:59,3.36,3.26
2016/10/08,17:19:59,3.37,3.26
2016/10/08,17:20:58,3.36,3.26
2016/10/08,17:21:57,3.35,3.25
2016/10/08,17:22:57,3.38,3.26
2016/10/08,17:23:57,3.35,3.24
2016/10/08,17:24:57,3.37,3.24
2016/10/08,17:25:56,3.35,3.25
2016/10/08,17:26:55,3.37,3.25
2016/10/08,17:27:55,3.37,3.25
2016/10/08,17:28:55,3.36,3.24
2016/10/08,17:29:55,3.39,3.25
2016/10/08,17:30:54,3.36,3.24
2016/10/08,17:31:53,3.33,3.24
2016/10/08,17:32:53,3.38,3.24
2016/10/08,17:33:52,3.38,3.24
2016/10/08,17:34:52,3.35,3.25
2016/10/08,17:35:51,3.35,3.25
2016/10/08,17:36:51,3.38,3.24
2016/10/08,17:37:50,3.37,3.23
2016/10/08,17:38:51,3.35,3.24
2016/10/08,17:39:50,3.36,3.24
2016/10/08,17:40:49,3.37,3.23
2016/10/08,17:41:49,3.37,3.24
2016/10/08,17:42:50,3.39,3.24
2016/10/08,17:43:48,3.37,3.23
2016/10/08,17:44:48,3.39,3.23
2016/10/08,17:45:48,3.35,3.24
2016/10/08,17:46:47,3.38,3.23
2016/10/08,17:47:47,3.39,3.23
2016/10/08,17:48:46,3.37,3.24
2016/10/08,17:49:45,3.37,3.23
2016/10/08,17:50:46,3.35,3.23
2016/10/08,17:51:45,3.37,3.23
2016/10/08,17:52:44,3.36,3.24
2016/10/08,17:53:43,3.37,3.22
2016/10/08,17:54:44,3.35,3.22
2016/10/08,17:55:43,3.37,3.22
2016/10/08,17:56:43,3.35,3.22
2016/10/08,17:57:42,3.38,3.21
2016/10/08,17:58:41,3.38,3.22
2016/10/08,17:59:41,3.33,3.21
2016/10/08,18:00:41,3.38,3.22
2016/10/08,18:01:40,3.35,3.21
2016/10/08,18:02:39,3.37,3.22
2016/10/08,18:03:39,3.35,3.21
2016/10/08,18:04:39,3.36,3.21
2016/10/08,18:05:38,3.38,3.21
2016/10/08,18:06:38,3.39,3.21
2016/10/08,18:07:37,3.38,3.21
2016/10/08,18:08:37,3.39,3.20
2016/10/08,18:09:37,3.37,3.19
2016/10/08,18:10:36,3.38,3.20
2016/10/08,18:11:36,3.36,3.20
2016/10/08,18:12:35,3.35,3.20
2016/10/08,18:13:35,3.38,3.19
2016/10/08,18:14:35,3.38,3.20
2016/10/08,18:15:35,3.39,3.20
2016/10/08,18:16:34,3.39,3.19
2016/10/08,18:17:34,3.34,3.20
2016/10/08,18:18:33,3.37,3.19
2016/10/08,18:19:33,3.37,3.19
2016/10/08,18:20:32,3.38,3.19
2016/10/08,18:21:32,3.37,3.18
2016/10/08,18:22:31,3.37,3.19
2016/10/08,18:23:31,3.36,3.17
2016/10/08,18:24:30,3.37,3.18
2016/10/08,18:25:30,3.37,3.17
2016/10/08,18:26:30,3.37,3.17
2016/10/08,18:27:29,3.33,3.16
2016/10/08,18:28:29,3.37,3.16
2016/10/08,18:29:28,3.37,3.15
2016/10/08,18:30:28,3.38,3.15
2016/10/08,18:31:27,3.35,3.14
2016/10/08,18:32:27,3.35,3.14
2016/10/08,18:33:27,3.37,3.14
2016/10/08,18:34:26,3.37,3.13
2016/10/08,18:35:25,3.37,3.13
2016/10/08,18:36:25,3.33,3.11
2016/10/08,18:37:25,3.36,3.11
2016/10/08,18:38:24,3.39,3.11
2016/10/08,18:39:24,3.37,3.09
2016/10/08,18:40:23,3.39,3.09
2016/10/08,18:41:23,3.36,3.07
2016/10/08,18:42:22,3.38,3.06
2016/10/08,18:43:23,3.35,3.05
2016/10/08,18:44:23,3.37,3.03
2016/10/08,18:45:21,3.34,3.03
2016/10/08,18:46:21,3.38,3.00
2016/10/08,18:47:20,3.37,2.99
2016/10/08,18:48:20,3.37,2.97
2016/10/08,18:49:20,3.36,2.96
2016/10/08,18:50:20,3.36,2.94
2016/10/08,18:51:18,3.37,2.91
2016/10/08,18:52:18,3.35,2.90
2016/10/08,18:53:18,3.37,2.88
2016/10/08,18:54:18,3.37,2.85
2016/10/08,18:55:18,3.38,2.83
2016/10/08,18:56:17,3.37,2.80
2016/10/08,18:57:17,3.36,2.78
2016/10/08,18:58:16,3.36,2.74
2016/10/08,18:59:15,3.37,2.72
2016/10/08,19:00:15,3.33,2.68
2016/10/08,19:01:15,3.35,2.65
2016/10/08,19:02:14,3.36,2.61
2016/10/08,19:03:14,3.35,2.58
2016/10/08,19:04:14,3.32,2.54
2016/10/08,19:05:13,3.37,2.51
2016/10/08,19:06:13,3.36,2.46
2016/10/08,19:07:13,3.36,2.41
